arbID,Zoning District
3954, R7B
3955, C4-4
3956, C6-3
3957, PARK
3958, PARK
3959, M1-1
3960, R7X
3961, R7-1
3962, R1-2
3963, R7-2
3964, M1-1\/R7-2
3965, M1-1
3966, C4-4
3967, R8A
3968, M1-1
3969, C6-2
3970, PARK
3971, PARK
3972, PARK
3973, PARK
3974, PARK
3975, PARK
3976, PARK
3977, PARK
3978, PARK
3979, PARK
3980, PARK
3981, PARK
3982, R6
3983, C6-4.5
3984, C6-4.5
3985, M1-1
3986, R5D
3987, M1-1
3988, PARK
3989, PARK
3990, R3A
3991, R3-1
3992, R3-1
3993, R3-1
3994, R3-2
3995, R3-1
3996, R3-2
3997, R3-1
3998, R3A
3999, R3-2
4000, R2
4001, R3-1
4002, R3-2
4003, R3-2
4004, R1-2
4005, R3-2
4006, R3-2
4007, R3A
4008, M1-1
4009, C8-3
4010, C4-5X
4011, M1-5
4012, C4-5X
4013, R6A
4014, R5
4015, C4-4D
4016, R6A
4017, C4-4A
4018, R5
4019, C8-3
4020, M1-1
4021, C4-4
4022, R6A
4023, M1-4\/R7X
4024, C4-4A
4025, R7X
4026, M1-4\/R7A
4027, C4-5X
4028, M1-2
4029, M1-2\/R6B
4030, M1-2\/R6A
4031, M1-2\/R6B
4032, M2-1
4033, C8-2
4034, M1-2
4035, C1-6A
4036, R3X
4037, R3-2
4038, R4-1
4039, R3-2
4040, R3X
4041, R4
4042, R4B
4043, R3X
4044, R4B
4045, R3-1
4046, R3-1
4047, R4
4048, R4-1
4049, R1-2A
4050, R3-1
4051, R5D
4052, R3X
4053, R4
4054, R4-1
4055, R5
4056, R4
4057, R2A
4058, R2A
4059, R2
4060, R2
4061, R3-1
4062, R3-1
4063, R2A
4064, C8-1
4065, R5B
4066, R3-2
4067, R3X
4068, BPC
4069, R6A
4070, M3-1
4071, M1-4\/R6A
4072, R7-2
4073, R8
4074, R7A
4075, R7D
4076, R5D
4077, R6B
4078, R7B
4079, R5A
4080, R5A
4081, R5B
4082, R5A
4083, R5B
4084, R7A
4085, C4-4
4086, C8-2
4087, R5A
4088, R7A
4089, R5A
4090, R7B
4091, R7B
4092, R5B
4093, R4A
4094, R6B
4095, R5A
4096, R6B
4097, R5B
4098, R7B
4099, R5A
4100, R8
4101, R5B
4102, R5A
4103, R7B
4104, R7A
4105, R7B
4106, R7B
4107, R5B
4108, R5B
4109, R6B
4110, R7A
4111, C8-2
4112, R6A
4113, R5B
4114, C4-4A
4115, R8A
4116, M2-2
4117, M1-2
4118, R8
4119, R6B
4120, PARK
4121, PARK
4122, R3-2
4123, R6
4124, R3X
4125, R6
4126, R3-1
4127, R4-1
4128, PARK
4129, R4
4130, R5B
4131, R4
4132, C4-2
4133, M1-1
4134, R3X
4135, R5D
4136, R4B
4137, R5D
4138, PARK
4139, PARK
4140, R4
4141, R6
4142, C8-1
4143, R3-1
4144, R5
4145, R3A
4146, R4
4147, R4B
4148, R3A
4149, R3A
4150, R3-2
4151, R3-1
4152, R2
4153, R3A
4154, R3-2
4155, R2
4156, C8-1
4157, R3-2
4158, R2
4159, R2
4160, R3-2
4161, M1-1
4162, C8-1
4163, R3-2
4164, R3-2
4165, PARK
4166, PARK
4167, C4-2
4168, R3-1
4169, R3-1
4170, R5D
4171, R3A
4172, R4-1
4173, R3X
4174, R5D
4175, PARK
4176, PARK
4177, M2-3
4178, M2-3
4179, R8A
4180, R8A
4181, M1-5
4182, R2A
4183, R3-1
4184, M1-1
4185, C6-4
4186, C4-5D
4187, R7D
4188, R4-1
4189, R5
4190, R4
4191, R5D
4192, R5B
4193, R5B
4194, R3-2
4195, R4-1
4196, R4
4197, R4-1
4198, R4-1
4199, R5B
4200, R5B
4201, R5B
4202, R5B
4203, R5D
4204, R5D
4205, R7-1
4206, R5D
4207, R5D
4208, R7B
4209, R6B
4210, R5
4211, R5
4212, R5D
4213, R6A
4214, R7A
4215, R7A
4216, C8-1
4217, C4-4A
4218, R4
4219, R5
4220, M1-4
4221, C4-5X
4222, R8B
4223, R8B
4224, R10A
4225, C1-8A
4226, C1-8A
4227, R8B
4228, R8B
4229, C2-7A
4230, R10A
4231, R8B
4232, C2-7A
4233, R8B
4234, R8
4235, C1-9
4236, R8B
4237, R9A
4238, R7-3
4239, R6A
4240, R8B
4241, M3-1
4242, M1-1
4243, M3-1
4244, R6B
4245, R6B
4246, R6A
4247, R7B
4248, R6B
4249, R6B
4250, R7B
4251, R6A
4252, R7X
4253, R8X
4254, R8X
4255, R6A
4256, R7-1
4257, R7-1
4258, R5A
4259, R6
4260, R7A
4261, R6
4262, R4
4263, R5
4264, R5
4265, R4
4266, R5
4267, R5
4268, R5D
4269, R6A
4270, C8-1
4271, R5
4272, R4
4273, R5D
4274, R5
4275, R5
4276, R4
4277, R4
4278, R4A
4279, R4A
4280, R5
4281, R4
4282, R4A
4283, R5A
4284, R6A
4285, R5
4286, C6-2A
4287, R8B
4288, R8A
4289, R8B
4290, R8A
4291, C2-7A
4292, C1-6A
4293, C6-3
4294, C6-3X
4295, M1-6
4296, M1-5
4297, M1-6D
4298, C6-4X
4299, M1-6
4300, M1-4
4301, M1-2
4302, M1-2
4303, R8A
4304, R6B
4305, R7-1
4306, C6-4
4307, R7A
4308, R6B
4309, C5-4
4310, C6-4.5
4311, C5-4
4312, C6-4
4313, C6-2A
4314, C5-2A
4315, R6A
4316, R5B
4317, R4A
4318, R6A
4319, R7A
4320, R2
4321, R7A
4322, R3-1
4323, R4B
4324, R4B
4325, C4-2A
4326, R5B
4327, M2-1
4328, R4A
4329, M1-1
4330, R7-1
4331, M1-1
4332, R6
4333, C8-1
4334, M1-2
4335, R6B
4336, R6B
4337, R4B
4338, R5B
4339, R3-1
4340, R5
4341, M1-1
4342, R4-1
4343, PARK
4344, C4-5X
4345, R5D
4346, R7B
4347, R4
4348, R3-1
4349, R4B
4350, M3-1
4351, R7-3
4352, R10
4353, R2
4354, R3X
4355, R3X
4356, R6A
4357, R5
4358, R3X
4359, R7X
4360, R6A
4361, R7A
4362, C4-5X
4363, M1-2
4364, R5D
4365, R6A
4366, R5
4367, C6-2
4368, R5
4369, R6
4370, M1-4
4371, C4-5X
4372, R6A
4373, C6-3
4374, C4-5X
4375, R5
4376, C4-3A
4377, R6A
4378, R5
4379, C6-4
4380, C4-4A
4381, C4-4A
4382, C6-2
4383, C6-3
4384, M1-4\/R6B
4385, M1-4
4386, R6A
4387, M1-5\/R7X
4388, M3-2
4389, M1-4\/R6B
4390, M1-4\/R7A
4391, M1-4\/R6B
4392, C5-3
4393, M1-5\/R7X
4394, M1-5\/R7-3
4395, M3-1
4396, M1-5
4397, M1-1
4398, M1-5\/R9
4399, M1-5\/R7-3
4400, M1-5
4401, M1-5\/R7-3
4402, M1-5\/R9
4403, M1-6\/R10
4404, R6A
4405, R6A
4406, M1-4
4407, M1-1
4408, R7A
4409, C1-9
4410, M2-3
4411, C2-7
4412, C6-2
4413, R6
4414, C1-6
4415, R8
4416, C2-6
4417, C6-2
4418, C2-7
4419, C2-6
4420, C1-7
4421, C1-6
4422, C6-3A
4423, C6-2
4424, M1-2
4425, C4-4D
4426, C4-4A
4427, R6A
4428, C6-3X
4429, C1-7
4430, C6-2A
4431, C6-1
4432, R8B
4433, C5-1
4434, R8B
4435, R8B
4436, R10A
4437, PARK
4438, C3
4439, C3
4440, C8-1
4441, R8X
4442, R7-2
4443, PARK
4444, R3X
4445, R3-1
4446, R3-1
4447, R4
4448, R6A
4449, R5
4450, R3X
4451, PARK
4452, R3-1
4453, R4A
4454, R3-1
4455, M1-1
4456, M1-2
4457, R4A
4458, R4-1
4459, PARK
4460, R4-1
4461, R4-1
4462, R4B
4463, PARK
4464, R4A
4465, R3A
4466, R3X
4467, R5
4468, R3-1
4469, C8-1
4470, R3-1
4471, C6-2
4472, C1-7
4473, R6A
4474, PARK
4475, C8-1
4476, C4-3
4477, C8-2
4478, R6B
4479, R7-1
4480, C8-2
4481, M1-1
4482, R6A
4483, PARK
4484, PARK
4485, PARK
4486, R7A
4487, R6A
4488, PARK
4489, C8-2
4490, R6
4491, M1-1
4492, C6-2
4493, C6-2
4494, C6-2G
4495, R6A
4496, M1-3
4497, R6A
4498, M3-1
4499, R6B
4500, R6B
4501, M1-5
4502, R6B
4503, R6B
4504, R6B
4505, R6B
4506, R6B
4507, R6A
4508, R6B
4509, R6B
4510, R6
4511, R6B
4512, R6B
4513, R6B
4514, R6
4515, R6B
4516, R7A
4517, R7D
4518, R7-1
4519, R6
4520, R7D
4521, C4-3
4522, C4-4L
4523, R6
4524, C4-3
4525, R7A
4526, R6A
4527, R7-1
4528, R7B
4529, M1-2\/R5D
4530, R6A
4531, M1-1
4532, R4
4533, R5
4534, R5
4535, R2
4536, R3A
4537, R4
4538, C4-1
4539, M1-1
4540, R5
4541, C4-2
4542, M1-5\/R8A
4543, R6B
4544, R4-1
4545, R5B
4546, M1-2D
4547, R4
4548, M1-2\/R6
4549, R6B
4550, R4
4551, R6B
4552, R8B
4553, C2-8
4554, C8-4
4555, R8
4556, R6
4557, C4-5
4558, C6-2A
4559, C6-2
4560, R8
4561, C6-7T
4562, M1-2
4563, R6
4564, R7A
4565, R3X
4566, R5
4567, C4-2
4568, R5
4569, R6B
4570, R4-1
4571, R7-1
4572, R6
4573, R4
4574, R6B
4575, R4-1
4576, R4-1
4577, R3-2
4578, M1-6
4579, C6-2
4580, R5
4581, C4-3A
4582, R3-2
4583, R3-2
4584, R6
4585, R6
4586, R6
4587, M1-1
4588, R3-1
4589, R5
4590, R8B
4591, M1-1
4592, M1-1
4593, R3-1
4594, M1-1
4595, R8B
4596, R8
4597, R3X
4598, R6B
4599, R7A
4600, R4-1
4601, R7A
4602, M1-2
4603, R6B
4604, R5B
4605, PARK
4606, PARK
4607, PARK
4608, PARK
4609, PARK
4610, PARK
4611, PARK
4612, PARK
4613, R2
4614, M3-1
4615, M2-1
4616, R3-2
4617, R3-2
4618, R1-2
4619, R3-2
4620, R3-2
4621, R3-2
4622, R3-2
4623, R3-2
4624, R3-2
4625, R3-2
4626, R3-2
4627, R3-2
4628, R3-2
4629, R3-2
4630, R3-2
4631, R3-2
4632, R3-2
4633, R3-2
4634, R3-2
4635, R3-2
4636, R3-2
4637, R3-2
4638, R1-2
4639, R3-2
4640, R3-2
4641, R5
4642, R5
4643, M2-1
4644, R2
4645, R5
4646, R5
4647, R6B
4648, M1-1
4649, R3-2
4650, C4-4
4651, C7
4652, R4
4653, R3-2
4654, R6B
4655, C4-2
4656, R4-1
4657, R6B
4658, R3A
4659, M1-1
4660, R6
4661, R3A
4662, R5B
4663, R5
4664, R5
4665, R3X
4666, R4-1
4667, PARK
4668, R3-2
4669, R3-2
4670, R3-1
4671, PARK
4672, R3-2
4673, R3X
4674, R3-2
4675, R3-1
4676, R1-2
4677, R2
4678, PARK
4679, PARK
4680, PARK
4681, PARK
4682, PARK
4683, M1-1
4684, R2A
4685, R3X
4686, R3-1
4687, R3-1
4688, R3-1
4689, R4
4690, R3-2
4691, M3-1
4692, R6
4693, R3-2
4694, R7-1
4695, R6B
4696, R4B
4697, R4
4698, R3A
4699, R3A
4700, R5
4701, R4
4702, R4A
4703, R7-1
4704, M1-1
4705, R5
4706, R4-1
4707, R6
4708, R4-1
4709, R4
4710, R7B
4711, R7-2
4712, M3-1
4713, R8A
4714, C4-3
4715, R7-1
4716, R5
4717, R6B
4718, C4-3
4719, R6A
4720, C8-3
4721, M1-1
4722, M2-1
4723, M1-1
4724, R5
4725, C8-3
4726, PARK
4727, R7X
4728, C4-3
4729, M3-1
4730, R6
4731, R3-2
4732, R4
4733, R5B
4734, R4-1
4735, M1-1
4736, R3-2
4737, R4
4738, R5
4739, R5B
4740, R7A
4741, M1-2\/R6A
4742, M1-2\/R6A
4743, R6
4744, R6B
4745, C2-8A
4746, R8A
4747, R6
4748, R3-2
4749, R10
4750, R8B
4751, C4-4
4752, R6
4753, R5
4754, R4A
4755, R6
4756, R6B
4757, R4
4758, R6
4759, PARK
4760, R6B
4761, C8-2
4762, PARK
4763, R4
4764, R4-1
4765, R4
4766, R4
4767, R2A
4768, R4
4769, M1-1
4770, M1-1
4771, R3-1
4772, R6
4773, R6
4774, R5
4775, R6
4776, R3-1
4777, R3A
4778, M1-1
4779, R5
4780, R3X
4781, R2
4782, R3A
4783, R5
4784, R3-2
4785, C8-1
4786, R4
4787, R3-1
4788, R5
4789, R3-2
4790, R3-2
4791, R3X
4792, R2
4793, R1-1
4794, R3A
4795, R3-2
4796, C4-2
4797, R2
4798, R1-2
4799, R3-2
4800, R3-2
4801, R3X
4802, R7A
4803, M1-1
4804, R3-2
4805, M3-1
4806, R3X
4807, R3A
4808, M1-2
4809, R6
4810, R6
4811, R5B
4812, R3-2
4813, M2-1
4814, R5B
4815, R6B
4816, R6B
4817, M2-1
4818, R6B
4819, R7-1
4820, R6B
4821, R6
4822, R3X
4823, R2
4824, R4B
4825, C6-4
4826, C6-1G
4827, C6-1
4828, R4
4829, C8-2
4830, R6B
4831, R6A
4832, R4
4833, R4B
4834, M1-5
4835, R6
4836, R8A
4837, M2-1
4838, R3-2
4839, R4
4840, R6B
4841, R6
4842, R2A
4843, R2A
4844, C4-7
4845, R8B
4846, R4
4847, R6A
4848, PARK
4849, R2A
4850, R2A
4851, R5
4852, R5
4853, R5
4854, PARK
4855, R3-1
4856, R3-1
4857, R3-1
4858, R7B
4859, R7A
4860, M1-4
4861, R8A
4862, R6
4863, M1-2
4864, M3-1
4865, R7-1
4866, R4A
4867, R6A
4868, R1-1
4869, M1-1
4870, R7A
4871, R8
4872, R7-2
4873, R6
4874, R4A
4875, R4
4876, M1-1
4877, R5
4878, M1-4\/R7A
4879, M1-4
4880, M1-1
4881, R4
4882, R4
4883, M1-1
4884, R6
4885, R6
4886, R6A
4887, PARK
4888, R3-2
4889, C4-4D
4890, M1-1
4891, R7-2
4892, C6-6
4893, R3-2
4894, R3-2
4895, R3-1
4896, R3-2
4897, R3X
4898, R3-2
4899, C4-4
4900, R6A
4901, R7-1
4902, M1-4
4903, M1-4\/R7A
4904, R5
4905, C6-1
4906, R3-2
4907, R4-1
4908, R3-1
4909, R6
4910, R3X
4911, R2
4912, R2A
4913, C6-4
4914, R5
4915, R5B
4916, R7-1
4917, C4-4
4918, R8
4919, R7B
4920, M1-1
4921, R4A
4922, R3-2
4923, R6
4924, R3-1
4925, C4-2
4926, R5D
4927, R3A
4928, R3-2
4929, C5-5
4930, M1-2
4931, M2-4
4932, R6
4933, R8
4934, C6-2
4935, R8
4936, C8-3
4937, R3A
4938, R3A
4939, R5
4940, R5B
4941, R6B
4942, R5D
4943, R6A
4944, R6
4945, R7-2
4946, R10A
4947, C4-6A
4948, R6
4949, R6B
4950, R6
4951, R6A
4952, M1-1
4953, R7-1
4954, R7A
4955, R7-1
4956, R5
4957, R6A
4958, R5
4959, R5
4960, R4
4961, R7B
4962, R6
4963, R7-2
4964, C6-1
4965, C6-1
4966, C6-4
4967, R4B
4968, R5B
4969, R3-2
4970, R3-2
4971, R3-2
4972, R6A
4973, R5B
4974, R7A
4975, R5B
4976, R5B
4977, R4-1
4978, R3-2
4979, R2A
4980, R6
4981, R4
4982, R7-1
4983, R1-2
4984, R7A
4985, R4-1
4986, R6A
4987, M1-1
4988, M1-4\/R6B
4989, M1-4\/R6B
4990, M1-4
4991, R5
4992, C1-6
4993, R7-2
4994, C6-4
4995, R10
4996, R1-2
4997, R3A
4998, R3-2
4999, R5
5000, R4A
5001, R5
5002, R6A
5003, M1-1
5004, R3-2
5005, R2A
5006, R7-1
5007, R1-2
5008, R3X
5009, M1-1
5010, M1-2
5011, R5
5012, R4A
5013, R8
5014, R7-2
5015, R7A
5016, R6B
5017, R6B
5018, R6A
5019, R6B
5020, R6
5021, C4-4L
5022, R6A
5023, PARK
5024, R6A
5025, R7A
5026, R6A
5027, R6A
5028, R6A
5029, R6A
5030, R6A
5031, R7-2
5032, R7-2
5033, R7A
5034, R6A
5035, R7-2
5036, R7A
5037, R7A
5038, R7A
5039, R7A
5040, R7-2
5041, R8A
5042, R6A
5043, R7D
5044, R8
5045, C6-3X
5046, R8
5047, C4-2
5048, C4-5X
5049, C8-1
5050, R7B
5051, R5
5052, R4
5053, R6
5054, R6B
5055, R4
5056, M1-1
5057, R6B
5058, R6A
5059, R7A
5060, PARK
5061, R8
5062, M1-1
5063, R6A
5064, M1-4\/R7A
5065, R6
5066, C5-2.5
5067, C5-2.5
5068, C5-2.5
5069, R8B
5070, C1-9
5071, C1-9
5072, R10
5073, C5-2
5074, C6-4
5075, R10
5076, C5-2.5
5077, C5-2.5
5078, R10
5079, R7-2
5080, R10
5081, C5-2
5082, R9X
5083, R8B
5084, C6-4.5
5085, C6-6
5086, C5-3
5087, C6-4.5
5088, M1-6
5089, M1-1
5090, M1-2
5091, C2-6A
5092, C2-8
5093, C4-6
5094, R7-2
5095, M1-6
5096, M1-5A
5097, M1-5B
5098, C6-2A
5099, M2-3
5100, M2-3
5101, M1-5
5102, R7-2
5103, C4-5
5104, R7-2
5105, M1-2
5106, R7A
5107, C6-1
5108, C6-2
5109, M1-4\/R7A
5110, M1-4\/R6B
5111, R7X
5112, R2A
5113, R3X
5114, R3X
5115, R1-2A
5116, R1-2A
5117, R2A
5118, C4-1
5119, C8-1
5120, R3-2
5121, R3A
5122, R2A
5123, R2A
5124, R3X
5125, R2
5126, R3A
5127, R3A
5128, R3A
5129, R3A
5130, R3X
5131, R3X
5132, R3X
5133, R3X
5134, R3-2
5135, R3-2
5136, C8-1
5137, M1-1
5138, C8-1
5139, R3A
5140, R3-2
5141, R3-2
5142, R3-1
5143, R4-1
5144, R4-1
5145, C8-1
5146, R3A
5147, R4
5148, R3-2
5149, R3-2
5150, R2A
5151, R7A
5152, R5
5153, R10A
5154, R7-2
5155, R9
5156, R7-2
5157, R9
5158, R9
5159, R8
5160, C2-8
5161, R7-2
5162, C1-9
5163, C2-8
5164, R3-1
5165, R2
